id,start_timestep,last_timestep,duration,ideal_duration,user_id,protocol,privacy_score
1CDFPYXT2TJM,18412.25,18475.25,63.0,189.5,pedestrian_1-1-veh_585,wifi,0.3324538258575198
W2008NLMXK36,18734.0,18802.25,68.25,242.5,pedestrian_1-1-veh_602,wifi,0.28144329896907216
998757NJ1NEQ,19176.75,19344.5,167.75,269.75,pedestrian_1-1-veh_608,wifi,0.6218721037998146
6DKAYUOMY2R4,19197.25,19253.5,56.25,244.75,pedestrian_1-1-veh_617,wifi,0.22982635342185903
B7LQVA5SVF5K,19153.0,19214.25,61.25,277.0,pedestrian_1-1-veh_618,wifi,0.22111913357400723
G409RH5SBNEB,18583.75,18651.25,67.5,391.25,pedestrian_1-1-veh_65,wifi,0.17252396166134185
POSE8YCN79D2,18157.0,18229.0,72.0,186.25,pedestrian_1-1-veh_668,wifi,0.3865771812080537
KFGGDI4G3NOT,19367.25,19400.0,32.75,32.75,pedestrian_1-1-veh_689,wifi,1.0
3O625KV1Q2YM,18314.25,18418.0,103.75,250.75,pedestrian_1-1-veh_73,wifi,0.4137587238285145
D4VG6QY9680H,18345.5,18408.0,62.5,185.5,pedestrian_1-1-veh_767,wifi,0.33692722371967654
AH0CW6W7GJCJ,18254.75,18314.25,59.5,375.75,pedestrian_1-1-veh_790,wifi,0.15834996673320026
ZF3AM3NKS2I9,18929.0,18990.5,61.5,327.5,pedestrian_1-1-veh_817,wifi,0.18778625954198475
8YU12XWDPRFZ,19175.75,19233.0,57.25,329.75,pedestrian_1-1-veh_824,wifi,0.17361637604245642
P6W7JE5K8KOJ,18315.0,18381.5,66.5,229.25,pedestrian_1-1-veh_831,wifi,0.2900763358778626
ONY640RR6WOP,19287.25,19359.75,72.5,112.75,pedestrian_1-1-veh_856,wifi,0.6430155210643016
WFSKDST27B3L,18893.25,18959.0,65.75,113.75,pedestrian_1-1-veh_879,wifi,0.578021978021978
ZDTCCJYPAD5E,18008.25,18077.0,68.75,224.25,pedestrian_1-1-veh_886,wifi,0.30657748049052397
8QQI5ZBYGCNU,18643.75,18731.25,87.5,398.25,pedestrian_1-1-veh_97,wifi,0.2197112366603892
3DOXGRU93CQC,18931.0,18999.25,68.25,354.25,pedestrian_1-2_1002,wifi,0.1926605504587156
W9IE88ZVJRYK,19284.25,19353.5,69.25,338.75,pedestrian_1-2_1025,wifi,0.2044280442804428
5QDIYOPH8F40,18169.25,18238.5,69.25,261.75,pedestrian_1-2_104,wifi,0.26456542502387775
3SZL8CVGDAZ3,18670.25,18735.0,64.75,208.5,pedestrian_1-2_1063,wifi,0.3105515587529976
DAO54ZVSA8D8,18646.25,18717.0,70.75,419.75,pedestrian_1-2_1066,wifi,0.16855270994639668
0N45WGXCJ933,18520.0,18591.75,71.75,330.25,pedestrian_1-2_1110,wifi,0.21725965177895534
1MC6SKZULE14,18867.25,18941.25,74.0,288.25,pedestrian_1-2_1181,wifi,0.2567215958369471
HVLL9ZW3WX3M,19262.25,19394.5,132.25,137.75,pedestrian_1-2_1219,wifi,0.9600725952813067
ZFRIX6SQVSYI,18637.5,18707.0,69.5,170.0,pedestrian_1-2_1255,wifi,0.4088235294117647
4T1YB03YKIB4,19296.5,19371.25,74.75,216.75,pedestrian_1-2_1274,wifi,0.34486735870818913
Z6M8G0YJX8P8,18447.0,18516.75,69.75,242.5,pedestrian_1-2_1275,wifi,0.2876288659793814
UR7J8ZURWZUZ,18288.75,18345.0,56.25,307.25,pedestrian_1-2_1285,wifi,0.18307567127746135
UUUJGGEIECO1,18816.25,18868.75,52.5,196.0,pedestrian_1-2_1309,wifi,0.26785714285714285
R63WMTF3EERR,18303.25,18350.5,47.25,177.0,pedestrian_1-2_1312,wifi,0.2669491525423729
I8BMNTTIKDGP,18144.75,18217.0,72.25,276.0,pedestrian_1-2_1313,wifi,0.2617753623188406
MT6EUEHF71YE,18227.5,18272.75,45.25,117.5,pedestrian_1-2_1330,wifi,0.3851063829787234
QKXLJPJ7HP15,18320.5,18389.5,69.0,191.75,pedestrian_1-2_1412,wifi,0.35984354628422427
DMMC8V7OC86P,18837.25,18855.75,18.5,18.5,pedestrian_1-2_1420,wifi,1.0
A20JT787E07D,18941.25,19015.0,73.75,181.5,pedestrian_1-2_1431,wifi,0.40633608815426997
2MKIA4SAA9CM,18820.25,18885.25,65.0,224.5,pedestrian_1-2_1494,wifi,0.289532293986637
ZBOKEUGMHCD0,19359.25,19400.0,40.75,40.75,pedestrian_1-2_1511,wifi,1.0
95ERDJIX6PXZ,19395.25,19400.0,4.75,4.75,pedestrian_1-2_1525,wifi,1.0
R8G9IF933ZOP,18925.25,18991.25,66.0,72.5,pedestrian_1-2_1533,wifi,0.9103448275862069
DC71UGG3D6DJ,18279.75,18357.0,77.25,397.75,pedestrian_1-2_1559,wifi,0.19421747328724073
8W7O66BT1365,18920.25,18986.0,65.75,263.25,pedestrian_1-2_158,wifi,0.24976258309591642
ENLUUG3KB21M,18764.5,18831.75,67.25,330.0,pedestrian_1-2_1592,wifi,0.2037878787878788
WFWUNVBVN0GP,19205.25,19258.0,52.75,194.75,pedestrian_1-2_1596,wifi,0.27086007702182285
SFP5J6I5GUT1,18575.75,18647.75,72.0,343.0,pedestrian_1-2_1600,wifi,0.2099125364431487
APQAW16UX0LB,18199.5,18268.25,68.75,224.0,pedestrian_1-2_1612,wifi,0.30691964285714285
KHHGV74FJIPE,18492.25,18565.25,73.0,114.75,pedestrian_1-2_163,wifi,0.6361655773420479
TJB0VJZSPE2M,18478.25,18544.75,66.5,275.25,pedestrian_1-2_1640,wifi,0.24159854677565848
UHRNWJ6AFKC8,19130.5,19199.25,68.75,339.5,pedestrian_1-2_1658,wifi,0.2025036818851252
E932F9M321O2,18750.25,18796.75,46.5,73.5,pedestrian_1-2_1660,wifi,0.6326530612244898
F6FY63QWQV2Z,18466.25,18522.25,56.0,313.0,pedestrian_1-2_1667,wifi,0.17891373801916932
D0ZS0ORGCCFZ,18703.25,18773.0,69.75,102.25,pedestrian_1-2_168,wifi,0.6821515892420538
FFF38K0LJBQG,18950.25,19021.75,71.5,247.25,pedestrian_1-2_1688,wifi,0.2891809908998989
XJS8MV3XV5M4,18416.0,18482.75,66.75,297.0,pedestrian_1-2_1707,wifi,0.22474747474747475
Q18M01HI8NWC,18662.25,18723.5,61.25,292.75,pedestrian_1-2_1715,wifi,0.20922288642186165
NXYWF4SI6D7N,18064.25,18117.5,53.25,360.0,pedestrian_1-2_1741,wifi,0.14791666666666667
8CMTTYU9QNEN,19095.25,19154.75,59.5,59.5,pedestrian_1-2_1805,wifi,1.0
91XEZFXARPJE,19309.25,19383.0,73.75,90.75,pedestrian_1-2_1837,wifi,0.8126721763085399
5T87OYA1C7R5,19363.25,19400.0,36.75,36.75,pedestrian_1-2_1875,wifi,1.0
0MZVVJEPNYQM,19250.25,19303.0,52.75,199.75,pedestrian_1-2_1877,wifi,0.2640801001251564
YGQ6KGUTKMVU,19253.5,19327.25,73.75,240.5,pedestrian_1-2_1901,wifi,0.30665280665280664
QXR7N8W3IXGQ,18740.25,18810.25,70.0,159.25,pedestrian_1-2_1914,wifi,0.43956043956043955
324W9FF15KXZ,18645.25,18707.5,62.25,220.25,pedestrian_1-2_1948,wifi,0.282633371169126
2J59PYUMWJLT,18914.75,18986.75,72.0,264.25,pedestrian_1-2_1953,wifi,0.27246925260170296
ZVJGHB41FL65,18071.0,18142.75,71.75,196.5,pedestrian_1-2_1990,wifi,0.3651399491094148
OU03TBE3GD4Q,18606.0,18649.0,43.0,116.75,pedestrian_1-2_2029,wifi,0.3683083511777302
76RE35CNIQUQ,18466.25,18480.0,13.75,13.75,pedestrian_1-2_2030,wifi,1.0
LHDXLWSTGE0T,19300.75,19391.75,91.0,159.75,pedestrian_1-2_2034,wifi,0.5696400625978091
7TUGL4VYMZJV,19057.0,19128.75,71.75,398.5,pedestrian_1-2_2061,wifi,0.18005018820577165
HSL7SHPGXWHM,19284.25,19350.75,66.5,169.75,pedestrian_1-2_2094,wifi,0.3917525773195876
3VAGBBQRMSS0,18064.25,18134.0,69.75,220.0,pedestrian_1-2_2171,wifi,0.3170454545454545
WX510IJ7F3KV,18286.25,18351.5,65.25,185.0,pedestrian_1-2_2180,wifi,0.3527027027027027
GI49VR6HSG3J,18274.25,18339.5,65.25,186.25,pedestrian_1-2_2183,wifi,0.3503355704697987
ZX6AT9SO505Q,18438.25,18452.5,14.25,14.25,pedestrian_1-2_2229,wifi,1.0
LVIR27N4MD6F,18518.25,18539.0,20.75,20.75,pedestrian_1-2_2237,wifi,1.0
9PLSKUDJVNSZ,18186.25,18225.5,39.25,75.25,pedestrian_1-2_2287,wifi,0.521594684385382
H85VOFWJFNFD,19330.0,19396.75,66.75,182.75,pedestrian_1-2_2316,wifi,0.3652530779753762
FBDXSHSYUHE4,19079.25,19095.0,15.75,15.75,pedestrian_1-2_2335,wifi,1.0
YC2MYO2Y7QCB,18326.75,18397.5,70.75,301.0,pedestrian_1-2_2337,wifi,0.2350498338870432
2UQS23O78EK7,19338.25,19400.0,61.75,61.75,pedestrian_1-2_2340,wifi,1.0
JGTS6S0AZ3VR,18880.5,18930.5,50.0,166.0,pedestrian_1-2_2422,wifi,0.30120481927710846
PX9JUR6703NY,19384.25,19400.0,15.75,15.75,pedestrian_1-2_2473,wifi,1.0
